REQUESTID,DATETIMEINIT,SOURCE,DESCRIPTION,REQCATEGORY,STATUS,REFERREDTO,DATETIMECLOSED,BEAT,PROBADDRESS,City,State,Ward,Postcode
652995,2016-05-09T18:30:43.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,07X,3535 HOLLIS ST,Wandsworth,London,Tooting,SW17 7AA
525314,2014-06-24T15:19:58.000,Phone,Parking - Refund,OTHER,Referred to External Agency,"PARKING, REFUND",,04X,2100 FRANKLIN ST,Wandsworth,London,East Putney,SW15 2AB
727562,2017-04-25T09:13:45.000,FixMyStreet,Graffiti (report from SeeClickFix),Graffiti Removal,Cancelled by Customer,,,31Z,10401-10457 SAN LEANDRO ST,Wandsworth,London,West Putney,SW15 2AF
938863,2019-08-27T11:20:38.000,Phone,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2019-08-28T20:29:45.000,27X,FERN ST & FAIRFAX AV,Wandsworth,London,Graveney,SW17 9AA
498393,2014-01-13T07:30:27.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2014-01-16T16:49:54.000,27X,2271 COURTLAND AV,Wandsworth,London,Bedford,SW12 9AE
871003,2019-01-23T13:34:39.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2019-01-25T17:54:36.000,27Y,5721 TRASK ST,Wandsworth,London,Tooting,SW17 8AB
322017,2009-11-17T15:35:58.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2009-11-18T16:47:57.000,33X,953 91ST AVE.,Wandsworth,London,East Putney,SW15 2AC
706109,2017-01-24T11:26:19.000,Phone,City Bldg - Structural Issue,Council Building Maintenance,Resolved,,2017-08-24T10:16:52.000,04X,EMERGENCY OPERATIONS CENTER,Wandsworth,London,Queenstown,SW8 4AB
557035,2014-12-21T13:40:42.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2015-01-28T16:21:10.000,04X,15 LAKESIDE DR,Wandsworth,London,East Putney,SW15 2AB
564901,2015-02-03T12:44:01.000,Phone,Inspections - Construction Obstructing ROW,Public Right of Way,Resolved,,2015-02-10T17:07:47.000,12Y,5153 MILES AV,Wandsworth,London,Southfields,SW18 5AA
889529,2019-03-26T12:38:24.000,Email,Human Waste in Public-Right-of-Way,OTHER,Referred to External Agency,"ADVANCE CRIME SCENE, RESTORATION EST",,03X,5TH ST & BROADWAY,Wandsworth,London,Tooting,SW17 7AA
512769,2014-04-13T20:39:36.000,FixMyStreet,Garbage Service Issue (not at City facility),Recycling,Resolved,,2014-04-21T13:12:02.000,07X,3151 FILBERT ST,Wandsworth,London,West Putney,SW15 1AC
450680,2013-03-13T10:51:33.000,Telephone/Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2013-03-14T19:46:08.000,08X,TELEGRAPH AV & 23RD ST,Wandsworth,London,West Putney,SW15 2AF
910466,2019-06-03T14:08:59.000,Telephone Voicemail,Recycling - Cart Request,Recycling,Resolved,,2019-06-04T12:15:55.000,16Y,4008 PARK BLVD,Wandsworth,London,East Putney,SW15 2AA
572211,2015-03-18T16:30:18.000,FixMyStreet,Litter - Street Litter Container,Fly-Tipping,Resolved,,2015-03-19T18:46:23.000,12X,45TH ST & LAWTON AV,Wandsworth,London,Northcote,SW11 6AA
707047,2017-01-28T14:46:25.000,FixMyStreet,Illegal Dumping � green waste,Fly-Tipping,Resolved,,2017-02-08T19:45:33.000,26Y,57TH AV & INTERNATIONAL BLVD,Wandsworth,London,Tooting,SW17 8AC
542298,2014-09-24T10:34:03.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-09-27T15:31:57.000,33X,1275 95TH AV,Wandsworth,London,Bedford,SW12 8AA
904778,2019-05-14T18:00:57.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2019-06-22T09:52:25.000,13Y,TUNNEL RD & HILLER DR,Wandsworth,London,Southfields,SW19 6AB
541695,2014-09-21T08:20:16.000,FixMyStreet,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,01X,300 ALICE ST,Wandsworth,London,Tooting,SW17 8AA
549973,2014-11-10T09:58:42.000,Phone,Litter in Parks,Parks Maintenance,Resolved,,2014-11-13T15:13:39.000,23X,FRUITVALE PLAZA PARK,Wandsworth,London,Bedford,SW12 8AA
510902,2014-04-02T14:58:41.000,Telephone/Email,Cityworks Config Request - New Employee,Digital and GIS Issues,Resolved,,2014-04-02T14:59:17.000,,CW UPDATE - NEW EMPLOYEE,Wandsworth,London,Tooting,SW17 8AC
694700,2016-11-18T14:26:32.000,Phone,Parking - Meter Maintenance,Pay-and-Display Machine Repair,Resolved,,2017-11-14T13:17:25.000,03Y,1192 CLAY ST,Wandsworth,London,Fairfield,SW18 2AA
846831,2018-10-14T16:01:20.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-10-15T20:22:55.000,03X,6TH ST & BROADWAY,Wandsworth,London,Queenstown,SW8 4AB
863644,2019-01-04T09:12:32.000,Telephone/Email,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-01-04T09:14:37.000,28X,4300 WALNUT ST,Wandsworth,London,East Putney,SW15 2AB
947545,2019-09-24T13:14:35.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-09-30T19:34:03.000,20X,2701 FOOTHILL BLVD,Wandsworth,London,West Hill,SW15 3AA
616468,2015-11-10T15:10:29.000,FixMyStreet,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,31Y,9537 CORAL RD,Wandsworth,London,Queenstown,SW8 4AB
375245,2011-07-08T08:45:29.000,Telephone/Email,Council Enforcement,OTHER,Resolved,,2011-07-12T11:41:04.000,04X,17TH ST & JACKSON ST,Wandsworth,London,Bedford,SW12 8AC
705166,2017-01-19T12:13:10.000,Phone,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,24X,HARRINGTON AV & SANTA RITA ST,Wandsworth,London,West Hill,SW15 3AC
887103,2019-03-18T11:39:53.000,Telephone Voicemail,Park - Ballfields,Parks Maintenance,Resolved,,2019-04-02T12:02:02.000,05X,DEFREMERY POOL,Wandsworth,London,Graveney,SW17 0AC
430376,2012-10-18T09:40:06.000,Telephone/Email,Traffic - Sign Down,Traffic Signage Issues,Resolved,,2012-10-19T11:30:53.000,05Y,CAMPBELL ST & W GRAND AV,Wandsworth,London,Bedford,SW12 8AA
908960,2019-05-29T11:16:41.000,Email,Streets - Street Deterioration,Street and Pavement Maintenance,In Progress,,,13Z,6768 SIMS DR,Wandsworth,London,Southfields,SW18 5AC
509703,2014-03-26T12:40:42.000,Phone,Tree - Down,Tree Maintenance,Resolved,,2014-03-27T13:41:10.000,13Y,7227 SKYLINE BLVD,Wandsworth,London,Queenstown,SW8 3AB
924162,2019-07-12T18:24:10.000,FixMyStreet,Miscellaneous,OTHER,Referred to External Agency,"BART, BAY AREA RAPID",,23X,E 12TH ST & 35TH AV,Wandsworth,London,Graveney,SW17 0AB
952888,2019-10-14T09:39:40.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,GONE ON ARRIVAL,,,27X,4414 INTERNATIONAL BLVD,Wandsworth,London,Southfields,SW19 6AA
808062,2018-04-18T10:14:13.000,Phone,Recycling Hotline - Miscellaneous,Recycling,Resolved,,2018-04-18T10:14:28.000,,zz,Wandsworth,London,West Putney,SW15 1AD
409419,2012-05-18T10:52:20.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2012-05-24T11:29:28.000,18Y,E 25TH ST & HIGHLAND ST,Wandsworth,London,West Hill,SW15 3AB
952692,2019-10-13T10:34:14.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,In Progress,,,14Y,533 FAIRBANKS AVE,Wandsworth,London,Graveney,SW17 0AC
548034,2014-10-28T15:19:47.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2014-10-30T12:44:38.000,30X,OLIVE ST & 82ND AV,Wandsworth,London,Tooting,SW17 7AA
434246,2012-11-16T10:30:32.000,Telephone/Email,Tree - Pruning,Tree Maintenance,UNFUNDED,,,26Y,1230 79TH AV,Wandsworth,London,Northcote,SW11 5AB
927807,2019-07-24T10:19:43.000,Email,Weed Abatement - Public Right of Way,Vegetation and Weed Clearance,Resolved,,2019-08-15T15:20:24.000,32X,1614 99TH AV,Wandsworth,London,East Putney,SW15 1AA
591016,2015-07-07T18:50:20.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Resolved,,2015-07-10T08:15:24.000,07X,2792-2798 MANDELA PARKWAY,Wandsworth,London,Bedford,SW12 8AC
373691,2011-06-22T11:27:00.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-06-23T15:09:07.000,32X,BREED AV & 109TH AV,Wandsworth,London,Tooting,SW17 8AB
845931,2018-10-10T09:56:01.000,FixMyStreet,City Bldg - Clean / Custodial,Council Building Maintenance,Resolved,,2019-07-09T13:29:22.000,23X,CESAR CHAVEZ BRANCH LIBRARY,Wandsworth,London,Bedford,SW12 8AA
895412,2019-04-15T09:18:07.000,FixMyStreet,Graffiti on Public Property,OTHER,Resolved,,2019-04-16T16:09:14.000,31Z,9827 BERNHARDT DR,Wandsworth,London,Balham,SW12 9AA
772041,2017-11-07T05:16:22.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2017-11-17T09:28:00.000,08X,38TH ST & OPAL ST,Wandsworth,London,West Putney,SW15 1AC
312203,2009-08-10T08:16:58.000,Telephone/Email,Graffiti,Graffiti Removal,Resolved,,2009-09-18T16:57:52.000,30X,7708 HOLLY ST,Wandsworth,London,Tooting,SW17 8AC
453996,2013-04-04T19:00:50.000,FixMyStreet,Animal and Insect Control,OTHER,Referred to External Agency,RSPCA,,02Y,9TH ST & WOOD ST,Wandsworth,London,Northcote,SW11 5AB
321753,2009-11-16T09:36:46.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2009-11-24T13:23:00.000,16X,1087 MANDANA BLVD,Wandsworth,London,East Putney,SW15 2AC
819952,2018-06-14T11:04:36.000,FixMyStreet,Parking - Enforcement,Traffic Management,Resolved,,2018-06-14T14:32:29.000,12X,345 42ND ST,Wandsworth,London,Tooting,SW17 7AA
828288,2018-07-22T06:14:24.000,FixMyStreet,Litter - Street Litter Container - Overflowing/Mis,Fly-Tipping,Resolved,,2018-07-23T16:34:41.000,14Y,470 LAKE PARK AV,Wandsworth,London,West Hill,SW15 3AA
718773,2017-03-17T08:50:05.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2017-03-21T12:07:44.000,07X,26TH ST & UNION ST,Wandsworth,London,West Hill,SW15 3AA
768362,2017-10-23T09:30:54.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2017-10-26T15:49:22.000,31Y,9415 EDES AV,Wandsworth,London,Tooting,SW17 8AC
703892,2017-01-12T13:17:50.000,Online Form,Animal and Insect Control,OTHER,Referred to External Agency,RSPCA,,35X,HILLSIDE ST & 83RD AVE,Wandsworth,London,Southfields,SW19 6AA
453524,2013-04-03T09:04:32.000,Telephone/Email,Streets - Guardrail Repair,Street and Pavement Maintenance,Resolved,,2013-04-17T07:55:49.000,25X,3471 MAYBELLE AV,Wandsworth,London,West Putney,SW15 2AD
564328,2015-01-30T16:02:29.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2015-01-31T16:36:46.000,27Y,1446 65TH AV,Wandsworth,London,Wandsworth Town,SW18 4AC
457869,2013-04-28T22:10:52.000,Online Form,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,,,Wandsworth,London,West Putney,SW15 1AD
710319,2017-02-11T12:58:33.000,FixMyStreet,Sidewalk (report from SeeClickFix),Street and Pavement Maintenance,Cancelled by Customer,,,22X,18 EL PATIO ST,Wandsworth,London,Nightingale,SW12 8AD
575198,2015-04-06T08:37:30.000,Online Form,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2015-06-09T14:13:32.000,03X,MAIN LIBRARY,Wandsworth,London,Balham,SW12 9AA
708249,2017-02-02T10:32:36.000,Phone,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2017-02-24T06:58:42.000,02Y,7TH ST & WOOD ST,Wandsworth,London,Bedford,SW12 9AD
597430,2015-08-07T17:13:09.000,Telephone/Email,TE - Traffic Safety (non-emergency),Traffic Management,Resolved,,2015-11-04T16:28:07.000,,35TH AVENUE AND SUTTER STREET,Wandsworth,London,Southfields,SW19 6AB
654740,2016-05-18T12:21:52.000,Online Form,Sidewalk - Damage,Public Right of Way,Resolved,,2016-06-15T15:49:10.000,12X,405 42ND ST (AT SHAFTER),Wandsworth,London,Graveney,SW17 9AA
916967,2019-06-19T19:14:46.000,FixMyStreet,Fly-Tipping,Parks Maintenance,Resolved,,2019-07-01T10:04:37.000,07X,2213�2241 MANDELA PKWY,Wandsworth,London,Southfields,SW18 5AA
692813,2016-11-08T06:39:22.000,Online Form,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2016-11-28T12:31:01.000,02Y,FIRE STATION 3,Wandsworth,London,Fairfield,SW18 2AB
526041,2014-06-27T12:19:42.000,Phone,Manhole Cover - Missing,Drainage,Resolved,,2014-06-30T07:59:22.000,13Z,5680 THORNHILL DR,Wandsworth,London,Bedford,SW12 8AA
328675,2010-02-16T09:14:28.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2010-02-17T09:13:40.000,08X,542 GRAND AV,Wandsworth,London,Tooting,SW17 7AB
388243,2011-11-09T16:18:45.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2011-11-22T07:24:42.000,32Y,2027 107TH AV,Wandsworth,London,Tooting,SW17 8AA
685357,2016-09-29T14:35:10.000,Phone,"Tree - Diseased, Dead, Dying, Leaning, or Split",Tree Maintenance,Resolved,,2018-02-08T08:23:22.000,12X,4843 CLARKE ST,Wandsworth,London,Roehampton and Putney Heath,SW15 4AC
327374,2010-01-29T13:02:48.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-02-02T09:14:01.000,12Y,66TH ST & DANA ST,Wandsworth,London,West Putney,SW15 2AD
425247,2012-09-12T11:30:40.000,Telephone/Email,Tree - Limb Down,Tree Maintenance,Resolved,,2012-09-14T15:23:10.000,14X,279 VERNON ST,Wandsworth,London,Tooting,SW17 8AB
877624,2019-02-16T16:20:43.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,,927 73RD  OAKLAND CA,Wandsworth,London,Tooting,SW17 8AB
373375,2011-06-19T10:55:54.000,Online Form,Graffiti in a Park,Council Building Maintenance,Resolved,,2011-06-20T10:49:19.000,,SAN ANTONIO PARK,Wandsworth,London,Queenstown,SW8 3AB
593644,2015-07-21T12:20:19.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2015-07-24T17:11:59.000,05X,1925 BRUSH ST,Wandsworth,London,Wandsworth Town,SW18 4AA
316244,2009-09-22T13:13:30.000,Telephone/Email,Traffic - Sign Missing,Traffic Signage Issues,Resolved,,2009-10-19T10:22:05.000,31Y,MAKIN RD & EMPIRE RD,Wandsworth,London,Tooting,SW17 8AA
605550,2015-09-18T11:25:18.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2015-09-24T17:07:49.000,20X,3050 INTERNATIONAL BLVD,Wandsworth,London,West Hill,SW18 1AD
379265,2011-08-17T11:37:31.000,Telephone/Email,Recycling - Cart Request,Recycling,Resolved,,2011-09-15T08:42:17.000,07X,2635 PERALTA ST,Wandsworth,London,Queenstown,SW8 4AB
347351,2010-09-15T08:12:54.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-09-16T08:11:40.000,12Y,425 CLIFTON ST,Wandsworth,London,Graveney,SW17 0AA
403062,2012-04-02T19:10:13.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,17X,1707 8TH AV,Wandsworth,London,West Putney,SW15 2AF
829243,2018-07-25T17:22:20.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-07-28T05:13:14.000,25X,4919 MOUNTAIN BLVD,Wandsworth,London,West Putney,SW15 1AC
452820,2013-03-27T15:11:43.000,FixMyStreet,Street Lighting Fault,Street Lighting,Resolved,,2013-04-05T07:49:44.000,03Y,704 JEFFERSON ST,Wandsworth,London,Wandsworth Common,SW17 7AD
891409,2019-04-02T05:44:23.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-04-05T11:40:41.000,35X,8414 FONTAINE ST,Wandsworth,London,Nightingale,SW12 9AG
826227,2018-07-12T13:33:47.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-07-14T18:37:58.000,31Y,CORAL RD & SEXTUS RD,Wandsworth,London,Tooting,SW17 7AA
407417,2012-05-03T11:56:03.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2012-05-08T08:15:30.000,26Y,1301 60TH AV,Wandsworth,London,Earlsfield,SW18 4AB
716576,2017-03-09T08:49:37.000,Online Form,TE - Traffic Signal Request (non-emergency),Traffic Management,In Progress,,,23X,COOLIDGE AV & FOOTHILL BLVD,Wandsworth,London,Southfields,SW18 5AA
596683,2015-08-04T15:16:18.000,Online Form,Illegal Dumping (Enforcement Potential),Fly-Tipping,Resolved,,2015-08-07T17:09:30.000,19X,2237 E 15TH ST,Wandsworth,London,Graveney,SW17 0AA
379478,2011-08-19T09:24:01.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2011-08-26T14:55:25.000,15X,706 CLEVELAND AV,Wandsworth,London,Southfields,SW18 5AA
383654,2011-09-29T08:16:53.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Cancelled by Customer,,,35X,2215 87TH AV,Wandsworth,London,Shaftesbury,SW11 1AC
584653,2015-06-01T13:10:33.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Resolved,,2015-06-10T16:28:13.000,05X,1800-1908 POPLAR STREET,Wandsworth,London,Southfields,SW19 6AA
342277,2010-07-15T16:24:50.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-07-19T16:44:24.000,21X,2001 26TH AV,Wandsworth,London,Southfields,SW19 6AA
579391,2015-04-29T11:28:29.000,Phone,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2015-05-06T07:26:30.000,12Y,62ND ST & COLLEGE AV,Wandsworth,London,Shaftesbury,SW11 1AA
348261,2010-09-23T10:05:25.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-09-27T16:28:29.000,31Z,9800 PEARMAIN ST,Wandsworth,London,West Putney,SW15 2AF
509443,2014-03-25T10:23:38.000,Telephone/Email,Cityworks Config Request - SR Template - Change,Digital and GIS Issues,Resolved,,2014-03-25T10:24:25.000,,CW UPDATE - SR TEMPLATE CHANGE - NEW NOTIFICATION,Wandsworth,London,Fairfield,SW18 2AB
727478,2017-04-24T17:11:36.000,FixMyStreet,Sidewalk - Damage,Public Right of Way,Cancelled by Customer,,,03Y,BROADWAY & 12TH ST,Wandsworth,London,Southfields,SW18 5AA
542705,2014-09-26T11:11:44.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2014-09-30T15:06:00.000,32X,98TH AV & E ST,Wandsworth,London,Northcote,SW11 6AB
914649,2019-06-12T18:40:56.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2019-06-14T15:44:34.000,30X,7630 LOCKWOOD ST,Wandsworth,London,Tooting,SW17 8AA
686966,2016-10-06T20:33:15.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2016-10-12T11:45:41.000,07X,35TH ST & MAGNOLIA ST,Wandsworth,London,Graveney,SW17 0AB
793090,2018-02-09T07:00:10.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-02-14T15:56:38.000,19X,11TH AV & E 12TH ST,Wandsworth,London,Graveney,SW17 0AC
687314,2016-10-09T12:28:18.000,FixMyStreet,Pothole (report from SeeClickFix),Street and Pavement Maintenance,Cancelled by Customer,,,13Z,6125 MERCED AVE,Wandsworth,London,Furzedown,SW16 5AB
656482,2016-05-25T22:07:28.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-06-02T10:33:52.000,30X,6800 ARTHUR ST,Wandsworth,London,Southfields,SW18 5AC
391028,2011-12-09T13:32:28.000,Telephone/Email,TE - Traffic - Research / Data Requests,Traffic Management,Resolved,,2011-12-23T15:47:21.000,12Y,WB TELEGRAPH OFFRP AV,Wandsworth,London,Graveney,SW17 9AA
831968,2018-08-06T16:48:38.000,Phone,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,05X,KIRKHAM ST & 16TH ST,Wandsworth,London,Tooting,SW17 8AC
495940,2013-12-23T14:59:46.000,Email,Street Lighting Fault,Street Lighting,Resolved,,2013-12-30T08:18:47.000,12X,331 41ST ST,Wandsworth,London,West Putney,SW15 1AD
332716,2010-03-29T08:37:03.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2010-04-02T12:57:53.000,32X,98TH AV & BIRCH ST,Wandsworth,London,Tooting,SW17 8AC
586254,2015-06-10T20:00:15.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Resolved,,2015-06-17T12:28:19.000,08X,534-536 MERRIMAC STREET,Wandsworth,London,Graveney,SW17 0AB
687199,2016-10-08T11:43:41.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2016-10-10T15:32:44.000,18Y,E 22ND ST & 21ST AV,Wandsworth,London,East Putney,SW15 1AA
652200,2016-05-05T09:46:00.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2016-05-07T15:11:37.000,10Y,42ND ST & MARTIN LUTHER KING JR WAY,Wandsworth,London,Northcote,SW11 5AB
457839,2013-04-28T11:21:12.000,FixMyStreet,Hazardous Materials,Fire Safety Reports,Referred to External Agency,"FIRE (GRIFFIN, LEROY)",,24Y,3448 DAVIS ST,Wandsworth,London,Balham,SW12 0AB
570499,2015-03-09T11:22:07.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2015-03-12T17:26:53.000,19X,2500 EMBARCADERO,Wandsworth,London,East Putney,SW15 1AA
602410,2015-09-02T05:42:53.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2015-09-08T17:53:08.000,31Y,BALDWIN ST & 85TH AV,Wandsworth,London,Roehampton and Putney Heath,SW15 4AA
327528,2010-02-01T12:02:09.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-02-03T15:32:45.000,33X,9100 G ST,Wandsworth,London,West Putney,SW15 1AC
931058,2019-08-03T14:35:53.000,FixMyStreet,Litter - Street Litter Container - Overflowing/Mis,Fly-Tipping,Cancelled by Customer,,,05Y,2121 PERALTA ST,Wandsworth,London,Bedford,SW12 8AB
394977,2012-01-23T15:14:34.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2012-02-17T07:39:08.000,17X,1325 E 19TH ST,Wandsworth,London,Queenstown,SW8 3AB
467070,2013-06-25T10:35:21.000,Telephone/Email,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,18Y,2851 23RD AV,Wandsworth,London,East Putney,SW15 2AB
644034,2016-03-28T14:00:44.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,07X,1735 24TH ST,Wandsworth,London,Fairfield,SW18 1AA
358588,2011-01-25T10:59:53.000,Telephone/Email,Graffiti on Private Property,Graffiti Removal,Resolved,,2011-03-01T09:23:49.000,10X,60TH ST & STANFORD AV,Wandsworth,London,Shaftesbury,SW11 2AD
541402,2014-09-18T19:10:18.000,FixMyStreet,Graffiti on Traffic Sign(s),OTHER,Cancelled by Customer,,,08X,452 OAKLAND AV,Wandsworth,London,Graveney,SW17 0AA
315389,2009-09-14T12:09:54.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2009-09-17T13:19:30.000,19X,1526 MUNSON WY,Wandsworth,London,West Putney,SW15 1AC
372570,2011-06-09T15:03:20.000,Telephone/Email,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2012-03-05T14:57:47.000,35Y,GOLF LINKS RD & ELYSIAN FIELDS DR,Wandsworth,London,East Putney,SW15 2AB
786213,2018-01-11T11:34:56.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Cancelled by Customer,,,03X,1064 LAKE MERRITT BLVD,Wandsworth,London,East Putney,SW15 1AA
462619,2013-05-28T15:25:24.000,Telephone/Email,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2013-05-30T15:43:36.000,04X,MALONGA CASQUELOURD CENTER (AKA ALICE ARTS),Wandsworth,London,Tooting,SW17 7AA
397449,2012-02-15T13:11:33.000,Telephone/Email,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2012-02-27T10:34:39.000,04X,245 17TH ST,Wandsworth,London,Southfields,SW19 6AB
421579,2012-08-14T16:22:31.000,Telephone/Email,Animal and Insect Control,OTHER,Referred to External Agency,"ALAMEDA COUNTY VECTOR CONTROL,",,07X,WILLIE KEYES (POPLAR) RECREATION CTR,Wandsworth,London,Graveney,SW17 0AB
963718,2019-11-19T19:38:37.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,In Progress,,,16Y,845 ALMA PL,Wandsworth,London,Balham,SW12 0AA
667524,2016-07-12T14:32:37.000,Phone,Tree - Limb Down,Tree Maintenance,Resolved,,2018-03-16T13:54:07.000,26Y,1347 62ND AV,Wandsworth,London,Bedford,SW12 8AB
324574,2010-01-04T08:52:59.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2010-01-04T10:52:54.000,08X,SUMMIT ST & 28TH ST,Wandsworth,London,West Hill,SW18 1AE
724454,2017-04-10T09:03:27.000,Phone,Tree - Limb Down,Tree Maintenance,Resolved,,2017-04-12T09:05:04.000,22X,MONTANA ST & FRUITVALE AV,Wandsworth,London,West Putney,SW15 2AE
554198,2014-12-06T08:50:19.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2015-05-29T07:37:55.000,05X,16TH ST & MANDELA PKWY,Wandsworth,London,Northcote,SW11 5AA
677658,2016-08-24T16:17:15.000,Phone,Tree - Pruning,Tree Maintenance,Resolved,,2016-09-20T08:20:31.000,34X,2073 AUSEON AV,Wandsworth,London,Furzedown,SW16 5AB
447654,2013-02-20T11:22:42.000,Telephone/Email,Sidewalk - Damage,Public Right of Way Maintenance,In Progress,,,19X,1515 22ND AV,Wandsworth,London,West Hill,SW15 3AA
692853,2016-11-08T09:23:24.000,Online Form,City Bldg - Structural Issue,Council Building Maintenance,Resolved,,2016-12-13T07:18:24.000,04X,LIONEL J WILSON BUILDING,Wandsworth,London,Roehampton and Putney Heath,SW15 4AB
765859,2017-10-12T05:24:36.000,Online Form,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,22X,2724 MOUNTAIN BLVD,Wandsworth,London,East Putney,SW15 1AB
778791,2017-12-09T15:54:13.000,FixMyStreet,Miscellaneous,OTHER,Referred to External Agency,"OAKLAND SCHOOLS MAINTENANCE,",,02X,COLE SCHOOL,Wandsworth,London,Wandsworth Common,SW12 8AH
799656,2018-03-07T11:43:55.000,FixMyStreet,Street Lighting Fault,Street Lighting,Resolved,,2018-03-08T06:48:00.000,02Y,1308 WOOD ST,Wandsworth,London,Southfields,SW18 5AB
